repo,visibility,public_status,protection_status,error
mr-devloper005/fastportatil.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/axidra.net,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/remodelerar.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/leventakinti.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/capsigrow.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/griyo.net,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/smashindevil.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/reniwn.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/viendoanhnhan.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/zyvorapit.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/collectivebyte.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/gustorest.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/fanstgh.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/lechantdelinos.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/maxkavosh.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/jasamaklonpro.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/proserviceon.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/alnancompass.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/stsondemand.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/branmedya.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/rilfinserve.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/vectorduo.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/nglobals.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/scalemesolutions.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/leadtore.com,public,ok,failed,protection: gh: Repository has been locked. (HTTP 403) 
mr-devloper005/ginfosolution.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/karlinit.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/safeerindo.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/movisgesettle.com,public,ok,failed,protection: gh: Repository has been locked. (HTTP 403) 
