repo,visibility,public_status,protection_status,error
mr-devloper005/cliktock.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/gofkar.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/tenfiftyone.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/searcr.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/letsactuallygo.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/teeaction.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/chaojefe.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/leclicplus.com,public,ok,failed,protection: gh: Repository has been locked. (HTTP 403) 
mr-devloper005/immediategrid.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/attendtheway.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/fluideosolutions.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/intelloidea.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/truedispositions.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/innociv.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/proothisionline.com,public,ok,failed,protection: gh: Repository has been locked. (HTTP 403) 
mr-devloper005/filingone.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/incanova.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/amoebicexpansion.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/tasmeimi.com,public,ok,failed,protection: gh: Repository has been locked. (HTTP 403) 
mr-devloper005/valuevaultcorp.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/solveease.net,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/devonter.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/astraelementor.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/affordibly.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/dreamimportados.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/granelda.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/serbegum.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/abknuaf.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/entreasmelhores.com,public,ok,failed,protection: gh: Invalid request.  No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. No subschema in "anyOf" matched. For 'allOf/0'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not an object. Not all subschemas of "allOf" matched. For 'anyOf/1'; "{\"required_approving_review_count\":0;\"dismiss_stale_reviews\":false;\"require_code_owner_reviews\":false;\"require_last_push_approval\":false}" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. For 'allOf/0'; "false" is not a boolean. Not all subschemas of "allOf" matched. For 'anyOf/1'; "false" is not a null. (HTTP 422) 
mr-devloper005/pelandoofertas.com,public,ok,failed,protection: gh: Repository has been locked. (HTTP 403) 
mr-devloper005/ibullinfo.com,public,ok,failed,protection: gh: Repository has been locked. (HTTP 403) 
